TenantId,AccountDomain,AccountName,AccountSid,ActionType,AdditionalFields,AppGuardContainerId,DeviceId,DeviceName,FailureReason,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountObjectId,InitiatingProcessAccountSid,InitiatingProcessAccountUpn,InitiatingProcessCommandLine,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessId,InitiatingProcessIntegrityLevel,InitiatingProcessMD5,InitiatingProcessParentFileName,InitiatingProcessParentId,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessTokenElevation,IsLocalAdmin,LogonId,LogonType,MachineGroup,Protocol,RemoteDeviceName,RemoteIP,RemoteIPType,RemotePort,ReportId,"Timestamp [UTC]","TimeGenerated [UTC]","InitiatingProcessParentCreationTime [UTC]","InitiatingProcessCreationTime [UTC]",InitiatingProcessFileSize,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoFileDescription,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessSessionId,IsInitiatingProcessRemoteSession,InitiatingProcessRemoteSessionDeviceName,InitiatingProcessRemoteSessionIP,SourceSystem,Type
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514168,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493270,"4/14/2025, 1:15:41.999 PM","4/14/2025, 1:15:41.999 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:15:35.620 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514168,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493272,"4/14/2025, 1:15:44.749 PM","4/14/2025, 1:15:44.749 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:15:35.620 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514387,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493299,"4/14/2025, 1:17:04.168 PM","4/14/2025, 1:17:04.168 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:16:58.470 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514387,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493301,"4/14/2025, 1:17:07.950 PM","4/14/2025, 1:17:07.950 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:16:58.470 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514387,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493302,"4/14/2025, 1:17:10.576 PM","4/14/2025, 1:17:10.576 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:16:58.470 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514457,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493322,"4/14/2025, 1:18:32.037 PM","4/14/2025, 1:18:32.037 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:18:25.580 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514457,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493324,"4/14/2025, 1:18:34.727 PM","4/14/2025, 1:18:34.727 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:18:25.580 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514720,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493339,"4/14/2025, 1:26:47.159 PM","4/14/2025, 1:26:47.159 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:26:42.800 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514725,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493341,"4/14/2025, 1:26:50.499 PM","4/14/2025, 1:26:50.499 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:26:46.560 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
"60c7f53e-249a-4077-b68e-55a4ae877d7c","linux-target-1",root,,LogonFailed,"{""PosixUserId"":0,""PosixPrimaryGroupName"":""root"",""PosixPrimaryGroupId"":0,""PosixSecondaryGroups"":""[]"",""InitiatingAccountName"":""root"",""InitiatingAccountDomain"":""linux-target-1"",""InitiatingAccountPosixUserId"":0,""InitiatingAccountPosixGroupName"":""root"",""InitiatingAccountPosixGroupId"":0}",,0f8a14d3a775347051387930cfced4c208953320,"linux-target-1.p2zfvso05mlezjev3ck4vqd3kd.cx.internal.cloudapp.net",,"linux-target-1",root,,,,"""sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups""",sshd,"/usr/sbin/sshd",1514720,,f007f74879a4bd9320fe2cd391d1fb4b,sshd,1387573,8fdd08dedd575d08cbd3f376d7ce2af3fdd7a09e,2b4c62b1352ac4a673c706c408c088402ac6364c2c0ec0ac22e54bf563392f60,None,,,Network,,,,"218.92.0.187",Public,,493342,"4/14/2025, 1:26:50.935 PM","4/14/2025, 1:26:50.935 PM","4/12/2025, 3:35:53.385 PM","4/14/2025, 1:26:42.800 PM",921416,,,,,,,,false,,,,DeviceLogonEvents
